 1/2017	 11/01/2017	 14/02/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 ao Senhor RIQUELMO BEDIN, Secretário da Secretaria de Saúde de Chapecó, ao Senhor ÉCIO BORDIGNON, Superintendente Regional do Oeste da CASAN, e ao Senhor ALEXANDRE ESTEFANI, Promotor de Justiça da 9ª Promotoria de Justiça da Comarca de Chapecó, para, considerando as informações abaixo explanadas, sejam convidados para participarem de Audiência Pública, a ser realizada no Plenário da Câmara de Vereadores em data e hora a ser definida previamente junto ao proponente do presente Requerimento. Nos Bairros Bela Vista e Parque das Palmeiras, nesta cidade de Chapecó, existem “respiros” ou “canos” que provém das tubulações subterrâneas de esgoto, ultrapassando o limite da calçada, chegando à altura aproximada de 2 a 5 metros, encerrando-se com uma curva curta e aberta. Referidas tubulações expelem odores desagradáveis, especialmente no período noturno. Tais “respiros” são chamados de dutos de esgoto. Ocorre que muitas vezes a situação fica insuportável, pois, especialmente no bairro Bela Vista, tais dutos chegam a espirrar dejetos, piorando o odor desagradável e colocando em risco a saúde pública. Aliás, uma das moradoras do Bairro Bela Vista chegou a apresentar reclamação ainda no ano de 2012, perante o Procon desta cidade, em face da empresa responsável por tais dutos, a CASAN - Companhia Catarinense de Água e Saneamento. A Reclamação foi autuada sob o número 26164. Adveio à referida Reclamação resposta da CASAN, na qual se depreende que todo o esgoto coletado nos bairros Cristo Rei e Bela Vista passa justamente pela rua na qual residem os moradores Reclamantes do Bairro Bela Vista, para então chegar à ETE – Estação de Tratamento de Esgoto. O espirro de dejetos e o mal cheiro, conforme a CASAN, advém em razão da formação de gases, e o problema foi agravado após a pavimentação daquela Rua, que teria LACRADO AS TAMPAS DE SISTEMA DE ESGOTO, acumulando ainda mais gás e fazendo que os dejetos espirrados sejam cada vez em maior quantidade. Na referida resposta, ainda, se depreende a alegação da CASAN de que estava tentando resolver o problema. porém, os moradores ainda permanecem na mesma situação, que tende a se agravar com a vinda do verão. A Reclamação supracitada foi arquivada pelo Procon, muito embora encerrada apenas com a promessa da CASAN em tentar amenizar o problema. São por essas razões que o vereador proponente apresenta este Requerimento, para fins de realização de Audiência Pública com as autoridades competentes para o fim de explanarem e encontrar soluções práticas para o problema acima relatado, do qual sofrem moradores especialmente do Bairro Parque das Palmeiras e Bela Vista. Termos em que, pede deferimento. 
 235/2017	 11/08/2017	 12/09/2017	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada	 REQUERENDO-LHE: A SEGUINTE INFORMAÇÃO: De acordo com o protocolo 172.125.844.071 de 14/07/2017, de denúncia feita à Ouvidoria da Prefeitura relacionada a calçada e rebaixe de meio-fio, gostaria de saber qual resposta se deu ao autor da denúncia? Termos em que, pede deferimento. 
 236/2017	 11/08/2017	 01/02/2019	 Vereador	 	»»CLEBER CECCON 	Retirada 	
 237/2017	 15/08/2017	 23/08/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais, Vossa Excelência submeta este ao plenário, e se aprovado, seja alterado o Calendário de Reuniões Ordinárias, referente ao mês de setembro do corrente ano, passando para os dias 20, 21 e 22, às reuniões dos dias 27, 28 e 29. Termos que pede deferimento. 
 238/2017	 15/08/2017	 01/02/2019	 Vereador	 	»»CLEBER CECCON 	Retirada	 a Senhora MARIA DE LURDES SEBEN – Gerente Regional de Educação, a Senhora SANDRA GALERA – Secretária Municipal de Educação, para que envie a essa casa legislativa, informações sobre o projeto “Inovação na educação”, desenvolvido pela Prefeitura Municipal de Chapecó, em parceria com o Instituto Ayrton Senna. O Projeto “Inovação na Educação”, desenvolvido pelo Instituto Ayrton Senna, em parceria com Federação das Indústrias de Santa Catarina (Fiesc), Secretaria de Estado da Educação e Prefeitura de Chapecó, por meio da Secretaria de Educação. As ações acontecem desde 2015 e propõe um novo jeito de fazer educação. Chapecó é a única cidade do Brasil a desenvolver o projeto “Inovação na educação: Avaliando e desenvolvendo criatividade e pensamento”, em parceria com o Instituto Ayrton Senna. Durante todo o ano de 2016, os professores de Chapecó receberam formação continuada do projeto. Na sala de aula, foram estimulados a integrar ao currículo tradicional, novos recursos que despertem no estudante habilidades primordiais para o século XXI. A Rede Municipal de Educação já envolveu 20 escolas, capacitou 300 docentes e tem 4.000 alunos envolvidos diariamente com o projeto. O objetivo é contemplar todas as unidades de ensino visando transformações sociais, culturais e econômicas, que demandam dos alunos capacidades e habilidades para lidar com as próprias emoções, relacionamento com os outros e os objetivos de vida. Neste sentido, fazendo uso das prerrogativas parlamentares, solicito as seguintes informações: 
 239/2017	 16/08/2017	 23/08/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Retirada 	
 240/2017	 16/08/2017	 11/09/2018	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI ADÃO VALCIR TEODORO ADERBAL ANTONIO P. DA SILVA 	Retirada	 REQUERENDO-LHE: Que, considerando as informações adiante explanadas, enviem as informações ao final solicitadas. CONSIDERANDO que moradores procuraram o gabinete desta vereadora em busca de informações sobre a regularização fundiário do loteamento Alto Paraíso, bairro Esplanada., onde residem diversas famílias, desde o ano de 2003, em situação precária, sem acesso à titularidade sobre seus imóveis, com limitação de acesso à água encanada e energia elétrica e outros equipamentos públicos. CONSIDERANDO a reunião realizada com moradores no gabinete desta vereadora no dia 26 de abril de 2016. CONSIDERANDO audiência realizada com o Promotor Alexandre Stefani e ofício 87/2016 protocolado na 9a Promotoria de Justiça. CONSIDERANDO a instauração de Inquérito Civil (Nº 06.2016.00003850-4) em julho de 2016 a fim de “apurar a necessidade de e proceder à regularização fundiária em área ocupada por diversas famílias, localizada no Loteamento Alto Paraíso, no Bairro Esplanada, neste Município de Chapecó”. CONSIDERANDO a não realização da regularização fundiária até o presente momento. CONSIDERANDO a busca de informações pelas famílias residentes naquele espaço. CONSIDERANDO que o terreno é de propriedade do município de Chapecó. CONSIDERANDO a aprovação e sanção pelo Executivo da Lei Nº 6984, de 01 de março de 2017, que “Dispõe sobre o Programa de Regularização 'Bairro Legal' e dá outras providências”. CONSIDERANDO que a função do vereador é fiscalizar, estar atento ao cumprimento da lei e buscar o bem-estar das famílias chapecoenses, REQUER as seguintes informações: Quando serão realizados efetivamente os processos de regularização fundiária do Loteamento Alto Paraíso, bairro Esplanada? Termos que pede deferimento. 
 241/2017	 16/08/2017	 29/08/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada	 O(s) Vereador(es) que este subscreve(m), amparados no Art. 5º, combinado com os artigos 23, inciso XIII do art. 34, art. 
 242/2017	 18/08/2017	 19/12/2018	 Vereador	 	»»ADÃO VALCIR TEODORO 	Retirada 	
 243/2017	 18/08/2017	 21/08/2017	 Vereador	 	»»VALMOR JÚNIOR SCOLARI ADÃO VALCIR TEODORO ADERBAL ANTONIO P. DA SILVA ANTONIO CIVALDO MENDES ARESTIDE FIDELIS CLAIMAR CESAR DE CONTO CLEBER CECCON CLEITON MARCIO FOSSÁ DELVINO DALL ROSA DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA MARCILEI ANDREA P. VIGNATTI NEURI LUIZ MANTELLI ORIDES ANTUNES ROBERTO CARLOS N. DOS SANTOS VALDEMIR ANTONIO STOBE 	Aprovada	" O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais Vossa Excelência submeta este ao plenário, e se aprovado, seja prestada uma Homenagem com a entrega da Medalha de Honra ao Mérito ""O Desbravador"", em Sessão Solene na comemoração aos 100 anos de Emancipação Político-Administrativa de Chapecó, no dia 22 de agosto de 2017, às 19h, no Teatro do Centro de Cultura e Eventos Plínio Arlindo De Nes, o Senhor ALCEMIR BATTISTON, o Senhor ALMIRO JOSÉ BRAGA DE MIRANDA RAMOS, o Senhor ANTÔNIO PEDROSO, o Senhor ARLINDO ROSINA, o Senhor DIRCEU CECCHIN, o Senhor DOACYR BALBINOT, o Senhor ELÓI FRAZZON, a Senhora GILSIANE ELOÍ DE LIMA TOMKELSKI, o Senhor INÁCIO MACHADO, o Senhor IVANOR ARALDI, o Senhor JOSIAS MASCARELLO, o Senhor JURANDIR CAVALLI, à Senhora LIBERA SACHET, a Senhora MARIA HELENA GUELLA, o Senhor ROVENUS BRAUN, o Senhor SERGIO TRENTIN, o Senhor VALDECIR BOTTEGA e o Senhor VALMIR C. LORENZETTI, pela contribuição no desenvolvimento de nosso Município. "
 244/2017	 21/08/2017	 21/08/2017	 Vereador	 	»»ADÃO VALCIR TEODORO 	Aprovada 	
 245/2017	 21/08/2017	 28/08/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Retirada	 O(s) Vereador(es) que este subscreve(m), amparados no Art. 5º, combinado com os artigos 23, inciso XIII do art. 34, art. 
 246/2017	 21/08/2017	 Vereador	 	»»VALDEMIR ANTONIO STOBE ADÃO VALCIR TEODORO ADERBAL ANTONIO P. DA SILVA ANTONIO CIVALDO MENDES ARESTIDE FIDELIS CLAIMAR CESAR DE CONTO CLEBER CECCON CLEITON MARCIO FOSSÁ DELVINO DALL ROSA DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA MARCILEI ANDREA P. VIGNATTI NEURI LUIZ MANTELLI ORIDES ANTUNES ROBERTO CARLOS N. DOS SANTOS VALMOR JÚNIOR SCOLARI 	Entrada	 na Ordem do Dia 	
 247/2017	 22/08/2017	 14/09/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 O(s) Vereador(es) que este subscreve(m), no exercício do poder lhes conferido pelo artigo 87, inciso III, do Regimento Interno desta Câmara Municipal, e demais disposições legais aplicáveis, solicita(m), após as devidas tramitações legais, seja enviado ofício ao Senhor LUCIANO BULIGON, Prefeito Municipal de Chapecó, para que, considerando as informações adiante explanadas, enviem as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO a informação do Município, advindo em resposta ao Requerimento 032/20170, de autoria do vereador Cleber Ceccon, de que no mês de abril do corrente ano o Município estava “em fase de contratação de empresa para realização de concurso público do magistério Público Municipal”. CONSIDERANDO que a função do vereador não se restringe à legiferante, como também atua na função fiscalizatória, constituindo-se direito seu o de ter acesso às informações não só para tomar conhecimento das mais variadas atuações do Município de Chapecó, como também contribuir para apontar soluções e sugestões de melhoramento, REQUER: A) seja apresentada cópia integral do procedimento licitatório ou de dispensa relativo à contratação de empresa para a realização de concurso público do magistério Municipal. Adverte-se que conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas. Termos em que, pede deferimento. 
 248/2017	 23/08/2017	 24/08/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Retirada	 para que, considerando as informações adiante explanadas, enviem as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO que a função do vereador não se restringe à legiferante, como também atua na função fiscalizatória, constituindo-se direito seu o de ter acesso às informações não só para tomar conhecimento das mais variadas atuações do Município de Chapecó, como também contribuir para apontar soluções e sugestões de melhoramento, REQUER: a) seja apresentada a relação de ruas que possuem prioridade de pavimentação, independentemente se o Município irá ou não executá-las em breve. Adverte-se que conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas. Termos em que, pede deferimento. 
 249/2017	 23/08/2017	 11/09/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada 	
 250/2017	 28/08/2017	 29/08/2017	 Vereador	 	»»CLAIMAR CESAR DE CONTO 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais Vossa Excelência submeta este ao plenário, e se aprovado, se envie ofício a Senhora LUCIANE STOBE – Secretaria de Defesa do Cidadão e Mobilidade Urbana e ao Senhor ALEXANDRO SCHLEICHER – Comandante da Guarda Municipal, CONVIDANDO-OS para estar presente em uma sessão ordinária Nesta Casa, para explanar sobre os trabalhos/atividades realizados pela Guarda Municipal no Município de Chapecó. Termos em que pede Deferimento. 
 251/2017	 28/08/2017	 29/08/2017	 Vereador	 	»»CLAIMAR CESAR DE CONTO 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicitam que após as tramitações legais Vossa Excelência submeta este ao plenário, e se aprovado, se envie ofício ao Senhor JORGE LUIZ HAACK – Tenente Coronel do 2° Batalhão da Polícia Militar Ambiental e ao Senhor SADIOMAR ANTÔNIO DEZORDI – Major do 2° Batalhão da Polícia Militar Ambiental, CONVIDANDO-OS para estar presente em uma sessão ordinária Nesta Casa, para explanar sobre os trabalhos/atividades realizados pela Polícia Militar Ambiental no Municipio de Chapecó até a presente data e para o restante do decorrente ano. Termos em que pede Deferimento. 
 252/2017	 28/08/2017	 29/08/2017	 Vereador	 	»»VALMOR JÚNIOR SCOLARI ADÃO VALCIR TEODORO ADERBAL ANTONIO P. DA SILVA ANTONIO CIVALDO MENDES ARESTIDE FIDELIS CLAIMAR CESAR DE CONTO CLEBER CECCON CLEITON MARCIO FOSSÁ DELVINO DALL ROSA DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA MARCILEI ANDREA P. VIGNATTI NEURI LUIZ MANTELLI ORIDES ANTUNES ROBERTO CARLOS N. DOS SANTOS VALDEMIR ANTONIO STOBE 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor. Solicita(m) que após as tramitações Legais, Vossa Excelência submeta este ao plenário, e se aprovado, seja encaminhado ofício ao Sr. FLÁVIO LUIZ PANSERA, convidando-o a comparecer a esta Casa, em data a ser previamente agendada, para explanar sobre o Lançamento do Instituto Histórico e Geográfico do Oeste - IHGO - e sobre o lançamento da obra “Centenário de Chapecó”, de sua autoria. O Instituto Histórico e Geográfico do Oeste Catarinense foi fundado em 17 de agosto de 2017, com sede na cidade de Chapecó e com colaboradores em todo o Oeste catarinense. Tem foro e sede à Rua Osvaldo Aranha, 255 E, Bairro Maria Goreti, tendo como missão preservar a memória catarinense e motivar a produção científica. Já o Livro “O Centenário de Chapecó” é a terceira obra editada por Pansera, fruto de uma pesquisa de mais de dois anos e que faz um apanhado geral da história de Chapecó e do Estado. Aborda temas como a Colônia Militar, o período conhecido como “Ciclo da Madeira”, a fundação das Cooperativas (Alfa e Aurora) e ainda, faz um breve histórico dos municípios de foram desmembrados de Chapecó (Xaxim, Xanxerê, São Carlos, Palmitos, Mondaí, Itapiranga, São Miguel do Oeste e Dionísio Cerqueira). 
 253/2017	 30/08/2017	 14/09/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 para que, considerando as informações adiante explanadas, enviem as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO a informação de existência de seguro, cujo prêmio é descontado mensalmente em folha de pagamento dos servidores públicos. CONSIDERANDO a informação de alguns servidores acerca da dificuldade de se obter informações acerca de tal seguro. CONSIDERANDO que a função do vereador não se restringe à legiferante, como também atua na função fiscalizatória, constituindo-se direito seu o de ter acesso às informações não só para tomar conhecimento das mais variadas atuações do Município de Chapecó, como também contribuir para apontar soluções e sugestões de melhoramento, REQUER: A) seja apresentada cópia integral da apólice de seguros cujo prêmio vem sendo descontado mensalmente da folha de pagamento dos servidores públicos. B) seja apresentada cópia integral do contrato do seguro supracitado, bem como todos os aditivos eventualmente firmados. C) seja informado o valor que vem sendo descontado mensalmente da folha de pagamento dos servidores públicos relativamente a tal seguro. Adverte-se que conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas. Termos em que, pede deferimento. 
 254/2017	 04/09/2017	 20/09/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ CLEBER CECCON DERLI MAIER JATIR JOSE BALBINOT MARCILEI ANDREA P. VIGNATTI NEURI LUIZ MANTELLI 	Retirada	 O(s) Vereador(es) que este subscreve(m), amparado(s) no Art. 5º, XIV e XXXIII e art. 216 § 2º da Constituição Federal/88, bem como nos Artigos 6º e 7º da Lei 12.527/11, combinado com os Artigos 5º, 23, 34 inciso XIII, 58, 59, e 63, da Lei Orgânica Municipal e demais disposições legais aplicáveis, solicita(m) que após as tramitações legais se envie ofício ao Senhor LUCIANO JOSÉ BULIGON, Prefeito Municipal de Chapecó, para que, REQUER as seguintes informações e documentos, uma vez que não constam no Portal da Transparência até a presente data: 
 255/2017	 11/09/2017	 13/09/2017	 Vereador	 	»»NEURI LUIZ MANTELLI 	Rejeitada	 para que, REQUER: A prestação das seguintes informações e documentos, uma vez que não constam no Portal da Transparência, até a presente data: 
 256/2017	 11/09/2017	 15/09/2017	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada 	
 257/2017	 11/09/2017	 15/09/2017	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada	 REQUERENDO-LHE: As seguintes informações: 
 258/2017	 13/09/2017	 15/09/2017	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada	 MARCIO ERNANI SANDER, Secretário de Desenvolvimento Econômico e Turismo, Senhora ROSELAINE VINHAS - Secretária de Cultura, e a todos os músicos locais, profissionais ou não, convidando-os para participar de REUNIÃO DE TRABALHO, a fim de discutir a disponibilidade do palco 2 da Efapi 2017 para artistas locais se apresentarem durante a feira, sem formalismos ou requisitos excessivamente restritivos ou, ainda, alternativa que reverta o pequeno número de artistas autorizados a se apresentarem até o momento. Termos em que, pede deferimento. 
